Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Remarks
7/20/2003	C150K	N770SP	CRS-LLL	0.5	5	0	0	0	0	0	0	0	0.5	0.5	0	0	0	Practice Landings/Takeoff
8/22/2003	C150K	N770SP	CRS-LLL	1.2	2	0	0	0	0	0	0	0	1.2	1.2	0	0	0	Practice Maneuvers
8/26/2003	C150K	N770SP	CRS-TYR	0.8	1	0	0	0	0	0	0	0.8	0.8	0.8	0	0	0	Flight Test (Written)
8/26/2003	C150K	N770SP	TYR-CRS	0.8	1	0	0	0	0	0	0	0.8	0.8	0.8	0	0	0	Flight Test (Written)
9/7/2003	C150K	N770SP	CRS-INJ-CRS	1.6	2	0	0	0.2	0	0	0	1.6	0	0	0	1.6	0	Corsicana To Hillsboro
9/13/2003	C150K	N770SP	CRS-PVT Ceadercreek Apt-CRS	0.7	2	0	0	0.4	0	0	0	0	0	0	0	0.7	0	Corsicana to Ceader Creek Private Apt
9/20/2003	C150K	N770SP	CRS-LLL	0.6	3	0	0	0	0	0	0	0	0.6	0.6	0	0	0	Local Flight
9/20/2003	C150K	N770SP	CRS-LLL	1.7	8	0	0	0.4	0	0	0	0	0	0	0	1.7	0	"Stalls, Spins,SS, Soft Field, Slow Flight, Hood, Brad Tekell 1849220CFI/5-05"
9/26/2003	C150K	N770SP	CRS-LLL	1	4	0	0	0.2	0	0	0	0	0	0	0	1	0	"Short Field TO/LDG, Emergency, Stalls, Slow Flight, Turns About A Point- Bred Tekell 1849220CFII/5-05"
9/27/2003	C150K	N770SP	CRS-LNC	1	2	0	0	0.4	0	0	0	0	0	1	0	0	0	Flight Test Lancaster High Cross Wind
9/27/2003	C150K	N770SP	LNC-CRS	1	1	0	0	0	0	0	0	0	0	1	0	0	0	Back From LNC
10/3/2003	C150K	N770SP	CRS-LLL	0.5	6	0	0	0	0	0	0	0	0.5	0.5	0	0	0	Practice LDG's/Shortfield/Softfield
10/13/2003	C172N	N5757E	SJT-LLL	1.1	1	0	0	0	0	0	0	0	0	0	0	1.1	0	"Steep Turns, Slow Flight, Soft Field T/O, Normal Land, Josh Allen 2701363CFI/7-04"
10/20/2003	C172N	N5757E	SJT-LLL	0.9	2	0	0	0	0	0	0	0	0	0	0	0.9	0	"Steep Turns, Slow Flight, Short field T/O LDG Josh Allen 2701363CFI/7-04"
10/23/2003	C172N	N5757E	SJT-LLL	0.8	1	0	0	0	0	0	0	0	0	0	0	0.8	0	Steep Turns Slow Flight Short/Soft Field Ldgs/T/O
11/28/2003	C150K	N770SP	CRS-LLL	1.5	4	0	0	0	0	0	0	0	1.5	1.5	0	0	0	"Slow Flight, Steep Turns, Short Field, Soft Field, Practice For Practical Test"
12/24/2003	C150K	N770SP	CRS-LLL	1.1	6	0	0	0	0	0	0	0	1.1	1.1	0	0	0	"Practice Takeoffs/Landings, Christmas Eve"
12/29/2003	C150K	N770SP	CRS-LLL	1.1	1	0	0	0	0	0	0	0	0	0	0	1.1	0	"Practical Test Prep, Brad Tekell 1849220CFII"
1/4/2004	C150K	N770SP	CRS-LLL	1	1	0	0	0	0	0	0	0	0	0	0	1	0	Brad Tekell 1849220CFII
1/7/2004	C150K	N770SP	CRS-LLL	1.1	1	0	0	0	0	0	0	0	0	0.2	0	0.9	0	Brad Tekell 1849220CFII
1/9/2004	C150K	N770SP	CRS-LLL	0.4	5	0	0	0	0	0	0	0	0.4	0.4	0	0	0	Landings
1/27/2004	C172N	N5757E	SJT-LLL	1.2	1	0	0	0	0	0	0	0	0	0	0	1.2	0	"MCA,  Stalls, Single engine Out Landing, Ground Reference- Matt Wilson 279998CFI"
2/3/2004	C172N	N5757E	SJT-LLL	1.4	3	0	0	0	0	0	0	0	0	0	0	1.4	0	"MCA, Stalls, Emergency- Matt Wilson 2799984CFI/9-05"
2/12/2004	C172N	N5757E	SJT-LLL	1	5	0	0	0	0	0	0	0	0	0	0	1	0	"X-Wind Landings, Short/Soft Field, Emergency Landings- Matt Wilson 2799984CFI"
2/17/2004	C172N	N5757E	SJT-LLL	1.5	2	0	0	0	0	0	0	0	0	0	0	1.5	0	"MCA, Stalls, Ground Reference, Emergency- Matt Wilson 2799984CFI"
2/25/2004	C172N	N5757E	SJT-LLL	0.9	6	0	0	0	0	0	0	0	0	0	0	0.9	0	"Short/Soft Field Landing, Engine Out- Matt Wilson 2799984CFI/9-05"
4/1/2004	C172N	N5757E	SJT-LLL	1	2	0	0	0	0	0	0	0	0	0	0	1	0	"MCA, Stalls, Steep Turns, VOR, VA, Emergency- Matt Wilson 2799984CFI/9-05"
4/8/2004	C172N	N5757E	SJT-LLL	1.1	1	0	0	0	0	0	0	0	0	0	0	1.1	0	"MCA, Stalls, Steep Turns, Engine Out, Ground Reference- Matt Wilson 2799984CFI/9-05"
4/13/2004	C172N	N5757E	SJT-LLL	1.4	8	0	0	0	0	0	0	0	0	0	0	1.4	0	"Ground Reference, Short/Soft Field T/O LDG Matt Wilson 2799984/9-04"
5/3/2004	C172N	N5757E	SJT-LLL	0.8	6	0	0	0	0	0	0	0	0	0	0	0.8	0	Short/Soft Field T/O LDG Matt Wilson 2799984 CFI/9-05
5/10/2004	C172N	N5757E	SJT-LLL	1	2	0	0	0	0	0	0	0	0	0	0	1	0	"MCA, Stalls, Steep Turns, Ground Reference, Short Field TO/LDG- Matt Wilson 2799984CFI/9-05"
5/11/2004	C172N	N5757E	SJT-LLL	0.9	1	0	0	0	0	0	0	0	0	0.9	0	0.9	0	"Short TO/LDG, MCA, Stalls, Ground Reference- Matt Wilson 2799984CFI/9-05"
5/12/2004	C172N	N5757E	BWD-LLL	1.8	4	0	0	0.5	0	0	0	0	0	1.8	0	0	0	Private Pilot Checkride Complete Satisfactory- Theodore G. Midland SW-19-057
5/13/2004	C172N	N5757E	SJT-LLL	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1ST Flight W/Passenger
5/21/2004	C150	N9811J	CRS-LLL	1	2	0	0	0	0	0	0	0	0	1	0	0	0	Local Flight at Home
5/24/2004	C150	N9811J	CRS-LLL	0.9	1	0	0	0	0	0	0	0	0	0.9	0	0	0	Moma's 1St Flight
6/30/2004	C150	N9811J	CRS-LLL	0.8	0	1	0	0	0	0	0.5	0	0	0.8	0	0	0	Dad's 1ST Flight
7/15/2004	C150K	N770SP	CRS-LLL	0.8	0	1	0	0	0	0	0.5	0	0	0.8	0	0	0	Justin McKinley
7/18/2004	C150K	N770SP	CRS-LLL	0.8	1	1	0	0	0	0	0.1	0	0	0.8	0	0	0	John Bancroft
7/19/2004	C172XP	N736PP	CRS-SEP	1	1	0	0	0	0	0	0	1	0	1	0	1	0	Comples/HP Experience
7/19/2004	C172XP	N736PP	SEP-CRS	1	0	1	0	0	0	0	0.5	1	0	1	0	1	0	Flight Back From SEP
7/22/2004	C172XP	N736PP	CRS- ENNIS	1	1	1	0	0.6	0	0	0.3	1	0	0	0	1	0	"Timed Turns, VOR- Brad Tekell 1849220 CFII/5-05"
8/15/2004	C150K	N770SP	CRS-LLL	0.8	2	1	0	0	0	0	0.2	0	0	0.8	0	0	0	Local Flight
10/21/2004	C172N	N5757E	SJT-LLL	1.1	0	1	0	0	0	0	0.5	0	0	1.1	0	0	0	"Local Flight W/ Collin, Chyrel, John"
11/3/2004	C172N	N733RB	SJT-LLL	0.8	0	1	0	0	0	0	0.5	0	0	0.8	0	0	0	"Local Flight, John, Cassey"
1/4/2005	C150	N9811J	CRS-LLL	0.8	0	1	0	0	0	0	0.8	0	0	0.8	0	0	0	Local Flight W/ John Bancroft
1/14/2005	C150	N9811J	CRS-LLL	1.4	3	0	0	0	0	0	0	0	0	1.4	0	0	0	"Local Flight, Sonya, Moma"
2/13/2005	C150	N9811J	CRS-LLL	1.1	1	0	0	0	0	0	0	0	0	1.1	0	0	0	Local Flight W/ Alvin
3/15/2005	C150	N9811J	CRS-LLL	0.9	0	1	0	0	0	0	0.9	0	0	0.9	0	0	0	"Local Flight, John Bancroft"
3/25/2005	C150	N9811J	CRS-LLL	0.9	0	2	0	0	0	0	0.9	0	0	0.9	0	0	0	Local Fligt W/ John Bancroft
4/30/2005	C150	N9811J	CRS-LLL	1	0	1	0	0	0	0	1	0	0	1	0	0	0	Local Flight W/ John
5/1/2005	C150	N9811J	LLL-CRS	0.9	2	0	0	0	0	0	0	0	0	0.9	0	0	0	Time Building
5/8/2005	C172N	N5757E	SJT-LLL	0.9	1	0	0	0	0	0	0	0	0	0.9	0	0	0	"Flight W/ John, Pat, Jay"
5/8/2005	C172N	N5757E	SJT-LLL	0.9	1	0	0	0	0	0	0	0	0	0.9	0	0	0	"Local Flight,Janna, Haily"
5/14/2005	C150	N9811J	CRS-LLL	0.8	1	0	0	0	0	0	0	0	0	0.8	0	0	0	Practice Maneuvers
7/3/2005	C150	N9811J	CRS-LLL	0.8	1	0	0	0	0	0	0	0	0	0.8	0	0	0	Building Time
7/5/2005	C150	N9811J	CRS-LLL	0.2	1	0	0	0	0	0	0	0	0	0.2	0	0	0	Single TO/LDG
7/22/2005	BL-17	N7304V	CRS-OSH	5	1	0	0	0	0	0	0	5	0	5	0	0	0	Trip to Oshkosh
7/30/2005	BL-17	N7304V	OSH-CRS	5	1	0	0	0	0	0	0	5	0	5	0	0	0	Trip Home From Oshkosh
12/4/2005	C150	N9811J	CRS-LLL	0.8	3	0	0	0	0	0	0	0	0	0.8	0	0	0	Flight to Stay Current
1/11/2006	C150	N9811J	CRS-LLL	1.2	0	4	0	0	0	0	1.2	0	0	1.2	0	0	0	Night Flight
1/14/2006	C150	N9811J	LLL-CRS	0.5	1	0	0	0	0	0	0	0	0	0.5	0	0	0	John's First Flight
1/14/2006	C150	N9811J	CRS-LXY-CRS	0.7	2	0	0	0	0	0	0	0	0	0.7	0	0	0	Flight Over Pipeline
2/12/2006	C172N	N5757E	SJT-LLL	1	1	0	0	0	0	0	0	0	0	1	0	0	0	"Local Flight Reagan, Steve, Michelle"
6/17/2006	C150	N9811J	CRS-LLL	1.1	3	0	0	0.2	0	0	0	0	0	0	0	1.1	0	Bi-ennial Flight Review Satisfactory Completion Mark Jones 465048239CFI/5-28-07
7/1/2006	C150	N9811J	CRS-LLL	1	3	0	0	0	0	0	0	0	0	1	0	0	0	Currency
7/15/2006	C150	N9811J	CRS-LLL	0.7	3	0	0	0	0	0	0	0	0	0.7	0	0	0	"J. Greer, J. Bancroft, Landing @ C.W.'S Grass Field"
7/15/2006	C150	N9811J	CRS-LLL	0.6	0	3	0	0	0	0	0.6	0	0	0.6	0	0	0	J. Greer Local Flight
7/16/2006	C150	N9811J	CRS-ENNIS	0.4	3	0	0	0	0	0	0	0	0	0.4	0	0	0	"J. GREER, A. Mullican Trip To Ennis"
7/16/2006	C150	N9811J	ENNIS-CRS	0.9	1	0	0	0	0	0	0	0	0	0.9	0	0	0	Back From Ennis
7/22/2006	C150	N9811J	CRS-LLL	0.6	0	3	0	0	0	0	0.6	0	0	0.6	0	0	0	"J. Greer, J. Bancroft- Local Flight"
8/26/2006	C150	N9811J	CRS-LLL	0.7	1	0	0	0	0	0	0.4	0	0	0.7	0	0	0	"J. Greer, R. Sweat- Local Flight"
3/19/2007	C150	N9811J	CRS-LLL	0.4	3	0	0	0	0	0	0	0	0	0.4	0	0	0	T/O and LDGS- Currency
3/19/2007	C150	N9811J	CRS-LLL	1.1	0	4	0	0	0	0	1.1	0	0	1.1	0	0	0	"Chris, Reagan, Cie, John - Local Flight"
7/28/2007	C150	N9811J	CRS-LLL	0.8	4	0	0	0	0	0	0	0	0	0.8	0	0	0	Currency Flight
8/22/2007	C150	N9811J	CRS-LLL	0.7	1	0	0	0	0	0	0	0	0	0.7	0	0	0	Alnin & Avree Mullican - Local Flight
8/23/2007	C150	N9811J	CRS-F44	0.6	1	0	0	0	0	0	0	0	0	0.6	0	0	0	Trip To Athens
8/23/2007	C150	N9811J	F44-CRS	0.7	1	0	0	0	0	0	0	0	0	0.7	0	0	0	Flight From Athens
1/3/2008	C150	N9811J	CRS-LLL	1.1	5	0	0	0	0	0	0	0	0	1.1	0	0	0	Currency/Practice
1/12/2008	PA44-180	N2127Q	DWH-DWH	1.5	4	0	0	0	0	0	0	0	0	0	0	1.5	0	"Multi-private Prep (102) Steep Turns, Slow Flight, Pattern Work"
1/15/2008	PA44-180	N39471	DWH-DWH	0.3	0	0	0	0	0	0	0	0	0	0	0	0.3	0	Multi-Private Prep (102) Checklist/Preflight
1/17/2008	PA44-180	N215FW	DWH-DWH	3	3	0	0	0	0	0	0	0	0	0	0	3	0	"Multi-Private Prep, Steep Turns, Stalls, Slow Flight, SE Flight Maneuvers, Sft. T/O, LDG."
1/24/2008	PA44-180	N3060K	DWH-DWH	1.6	3	0	0	0	0	0	0	0	0	0	0	1.6	0	"Multi-Private Prep (102) STP Turns, Slow Flt., Vmc, Stalls, SE LDG, Maneuvers"
1/26/2008	PA44-180	N3047R	DWH-UTS-DWH	2	4	0	0	0	0	0	0	0	0	0	0	2	0	"Multi-private Prep (102) Steep Turns, Pwr ON/Off Stalls, Vmc, Emerg. Dsnt, SE Flt,/App. SE T/O, LDG"
1/28/2008	PA44-180	N3060K	DWH-DWH	1.7	1	0	0	0	0	0	0	0	0	1.7	0	0	0	Multi-Engine Ckeck Ride- Roscoe S. Edwards 9/27
2/8/2008	PA44-180	N574AT	DWH-GKY	2.1	1	0	0	0	0	0	0	2.1	0	2.1	0	2.1	0	61.129 (6) (3)(iii)  104 Paring
2/8/2008	PA44-180	N574AT	GKY-DWH	2	0	6	0	0	0	0	2	2	0	2	0	2	0	61.129 (6) (3) (iv) 105 Paring
2/19/2008	PA44-180	N256AT	DWH-CLL-DWH	2.2	2	0	0	1.7	0	0	0	2.2	0	2.2	0	2.2	0	202 Paring INT XC 61.65 (d) (2)
2/20/2008	PA44-180	N244AT	DWH-GLS-EFD-DWH	2.4	2	0	2.1	0	3	0	0	2.4	0	2.4	0	2.4	0	(204) Inst. Training 61.129 (b) (3) (i)
2/27/2008	PA44-180	N256AT	DWH-60R-CLL-DWH	1.8	2	0	0	1.6	2	0	0	1.8	0	1.8	0	1.8	0	Paring (202) 50 NM XC INST Training 61.65 (d) (2)
3/6/2008	PA44-180	N256AT	DWH-GLS-EFD-DWH	2.3	2	0	1.8	0.4	3	0	0	2.3	0	2.3	0	2.3	0	"SEILS,PPGPS,PPGPS, (204) Multi-Engine ATT Inst. Appchs. 61.65 (d) (2) (iii) 61.129 (b) (3) (i)"
3/8/2008	PA44-180	N256AT	DWH-GLS-EFD-DWH	2.3	2	0	0	2.2	3	0	0	2.3	0	2.3	0	2.3	0	"SEPPGPS,SEILS,GPS, (204) Multi-Engine ATT Inst. Apprchs, 61.65 (d) (2) (iii) 61.129 (b) (3) (i) GH"
3/9/2008	PA44-180	N256AT	DWH-60R-GYB-SJT	3	1	0	2.5	0.4	3	0	0	3	0	3	0	3	0	"PPGPS-A, VOR-A, ASR, (205) IFR 250NM XC 61.65 (d) (2) (iii) (a) GH"
3/10/2008	PA44-180	N256AT	SJT-CXO-UTS-DWH	2.8	0	3	0	0	0	0	2.8	2.8	0	2.8	0	2.8	0	(203) ME VFR Night Comm XC 200NM (250 NM SL) 61.129 (b) (4) (iii) GH
3/15/2008	C172K	N84299	DWH-GTU-DWH	3	2	0	0	0	0	0	0	3	0	3	0	3	0	XC PIC Time Building (009) GH
3/21/2008	PA44-180	N266AT	DWH-CBX-SGR-DWH	2.3	2	0	0	2.1	4	0	0	2.3	0	2.3	0	2.3	0	"SEILS,SEPPGPS, SEILS, Hold, SELOC, (205) IFR XC Inst Apchs 61.65 (d) (2) 61.129 (b) (3) (i) GH"
3/23/2008	C172R	N441CA	DWH-GTU-DWH	3.2	3	0	0	0	0	0	0	3.2	0	3.2	0	3.2	0	XC PIC Time Building (009) GH
3/24/2008	PA44-180	N244AT	DWH-SGR-GLS-EFD	1.7	2	0	0	1.5	3	0	0	1.7	0	1.7	0	1.7	0	"PPGPS,PPGPS, SEILS, (205) XC IFR Multi-Engine Inst Apchs 61.65 (d) (2) 61.129 (b) (3) (i) GH"
3/24/2008	PA44-180	N244AT	FLL-	2.2	0	3	0	0	0	0	2.2	2.2	0	2.2	0	2.2	0	
3/25/2008	PA44-180	N573AT	EFD-DWH-SGR	2	2	0	0	1.6	3	0	0	0	0	2	0	2	0	61.65 (D) (2) Instrument Ck Rd Prep Unsual Attds DME Arc (202) RC
3/26/2008	PA44-180	N266AT	DWH-SGR-DWH	1.7	2	0	0	1.4	2	0	0	1.7	0	1.7	0	0	0	"GPS,ILS,CTL Multi-Engine check ride Rascoe Edwards"
3/27/2008	PA44-180	N266AT	DWH-SJT-DWH	5	1	3	0	2.6	2	0	3	5	0	5	0	5	0	"ASR,LOC PIC Training 61.29 (b)(4) Jawad Sultan"
4/3/2008	PA44-180	N573AT	DWH-GKY	1.9	1	0	1.4	0	1	0	0	1.9	0	1.9	0	0	0	"1St X-Country ILS Circle to land  JGreer PF, JNewman SP"
4/3/2008	PA-44-180	N746A	GKY-DWH	1.5	0	1	0	0	1	0	1.3	1.5	0	1.5	0	0	0	
4/4/2008	PA44-180	N266AT	DWH-DRT	2.5	1	0	1.5	0.7	1	0	0	2.5	0	2.5	0	0	0	
4/4/2008	PA44-180	N266AT	DRT-GKY	3.4	1	0	0	2.8	1	0	0	3.4	0	3.4	0	0	0	
4/5/2008	PA44-180	N266AT	GKY-SJT	1.7	1	0	0	0	1	0	0	1.7	0	1.7	0	0	0	
4/5/2008	PA44-180	N266AT	SJT-DWH	2.7	1	0	0	2.2	1	0	0	2.7	0	2.7	0	0	0	
4/6/2008	PA44-180	N264AT	DWH-SJT	2.2	1	0	0	0	0	0	0	2.2	0	2.2	0	0	0	
4/6/2008	PA44-180	N264AT	SJT-DWH	2.4	1	0	0	2.1	1	0	0	2.4	0	2.4	0	0	0	
4/7/2008	PA44-180	N264AT	DWH-AEX	2	1	0	0	1.5	1	0	0	2	0	2	0	0	0	
4/7/2008	PA44-180	N264AT	AEX-GKY	2.1	1	0	0	0	1	0	0	2.1	0	2.1	0	0	0	
4/7/2008	PA44-180	N264AT	GKY-DWH	2	1	0	0	1.6	1	0	0	2	0	2	0	0	0	
4/9/2008	PA44-180	N264AT	DWH-MEI	3.3	1	0	2.5	0.4	1	0	0	3.3	0	3.3	0	0	0	
4/9/2008	PA44-180	N264AT	MEI-DWH	3.4	1	0	0	0	1	0	0	3.4	0	3.4	0	0	0	
4/10/2008	PA44-180	N264AT	DWH-DRT	2.4	1	0	0	0	1	0	0	2.4	0	2.4	0	0	0	
4/10/2008	PA44-180	N264AT	DRT-DWH	2.5	1	0	0.3	1.8	1	0	0	2.5	0	2.5	0	0	0	
4/11/2008	PA44-180	N264AT	DWH-MAF	3.7	1	0	0	3.4	1	0	0	3.7	0	3.7	0	0	0	
4/11/2008	PA44-180	N264AT	MAF-DWH	2.4	1	0	0	0	0	0	0	2.4	0	2.4	0	0	0	
4/12/2008	PA44-180	N266AT	DWH-GKY	1.7	1	0	0	0	1	0	0	1.7	0	1.7	0	0	0	
4/12/2008	PA-44-180	N744A	GKY-DWH	1.6	1	0	0	1.3	0	0	0	1.6	0	1.6	0	0	0	
4/15/2008	PA44-180	N3060K	DWH-GKY	1.4	1	0	0	0	1	0	0	1.4	0	1.4	0	0	0	
4/15/2008	PA44-180	N3060K	GKY-SJT	1.9	1	0	0	1.7	1	0	0	1.9	0	1.9	0	0	0	
4/16/2008	PA44-180	N3060K	SJT-ELP	2.7	1	0	0	0	1	0	0	2.7	0	2.7	0	0	0	
4/16/2008	PA44-180	N3060K	ELP-IWA	2.9	1	0	0	2.5	1	0	0	2.9	0	2.9	0	0	0	
4/17/2008	PA44-180	N257AT	IWA-LRU	2.2	1	0	0	0	1	0	0	2.2	0	2.2	0	0	0	
4/17/2008	PA44-180	N257AT	LRU-SJT	2.5	1	0	0	2.2	1	0	0	2.5	0	2.5	0	0	0	
4/17/2008	PA44-180	N257AT	SJT-DWH	2	1	0	0	0	1	0	0	2	0	2	0	0	0	
4/24/2008	PA44-180	N118AT	DWH-UTS-CXO-11R-DWH	5	5	4	0	0	0	0	0.6	5	0	5	0	5	0	Commercial Training Gabe Clark
4/25/2008	PA44-180	N118AT	DWH-TME-DWH	1.3	3	0	0	0	0	0	0	0	0	1.3	0	0	0	Commercial Multi-Engine Check Ride Roscoe Edwards
4/28/2008	C172S	N254SP	CPT-GKY	0.8	1	0	0	0	0	0	0	0	0	0.8	0	0.8	0	Spin Training 61.183 (i)(1) Norman Camamile
5/2/2008	PA-44-180	N744A	GKY-GKY	2	3	0	0	0	0	0	0	0	0	2	0	2	0	
5/4/2008	PA44-180	N39608	GKY-MWL-GKY	2.1	4	0	0	0	0	0	0	0	0	2.1	0	2.1	0	
5/9/2008	PA44-180	N36699	FLL-CRG	2	1	0	0	0	0	0	0	2	0	2	0	0	0	
